Company,TypeName,Ram,OpSys,Weight,Touchscreen,CpuCompany,ClockSpeed,Flash Storage,HDD,Hybrid,SSD,GPU,Ppi,Price
Lenovo,Notebook,16,Windows,2.5,0,Intel,2.9,0.0,0.0,0.0,0.512,Nvidia,192.30769230769232,130482.72
Asus,Gaming,8,Windows,3.2,0,AMD,3.2,0.0,1.0,0.0,0.256,AMD,173.41040462427745,90309.6
HP,Notebook,4,Windows,2.1,0,Intel,1.6,0.0,0.5,0.0,0.0,Intel,136.7948717948718,18488.16
Google,Ultrabook,16,Chrome,1.1,1,Intel,1.3,0.0,0.0,0.0,0.512,Intel,325.2032520325203,117162.72
Lenovo,Ultrabook,24,Windows,1.32,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,285.7142857142857,126912.96
Asus,Notebook,4,Linux,2.0,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,192.30769230769232,29783.52
Lenovo,Notebook,8,Windows,2.8,0,AMD,2.5,0.0,1.0,0.0,0.0,AMD,144.50867052023122,27652.32
Dell,Notebook,4,Windows,2.2,0,Intel,1.6,0.0,0.0,0.0,0.256,AMD,192.30769230769232,39906.72
Lenovo,Ultrabook,8,Windows,1.36,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,240.0,76137.12
Lenovo,Notebook,4,Windows,2.2,0,Intel,1.1,0.0,0.0,0.0,0.128,Intel,192.30769230769232,18594.72
HP,Gaming,8,Windows,2.2,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,58554.72
Dell,Notebook,8,Windows,1.64,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,214.28571428571428,62817.12
Acer,Notebook,4,Linux,2.4,0,Intel,2.5,0.0,0.5,0.0,0.0,Intel,136.7948717948718,23539.104
Dell,Workstation,8,Windows,2.23,0,Intel,3.0,0.064,1.0,0.0,0.0,Nvidia,192.30769230769232,106187.04
MSI,Gaming,8,Windows,2.2,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,54757.9872
Microsoft,Ultrabook,16,Windows,1.25,1,Intel,2.5,0.0,0.0,0.0,0.512,Intel,278.51851851851853,137941.91999999998
HP,Notebook,8,Windows,1.91,0,Intel,2.5,0.0,0.0,0.0,0.128,Intel,136.7948717948718,31381.92
Dell,Workstation,16,Windows,2.17,0,Intel,2.7,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,105228.0
HP,Workstation,8,Windows,2.31,0,Intel,2.9,0.0,0.0,0.0,0.512,Intel,192.30769230769232,81731.52
Lenovo,Notebook,8,Windows,1.65,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,71661.59999999999
Dell,Notebook,8,Windows,2.36,0,Intel,1.8,0.0,1.0,0.0,0.128,AMD,192.30769230769232,52161.12
Dell,2 in 1 Convertible,4,Windows,1.47,1,Intel,1.6,0.0,0.5,0.0,0.0,Intel,183.9655172413793,25521.12
Dell,Notebook,8,Windows,4.42,0,Intel,2.7,0.0,1.0,0.0,0.0,Nvidia,173.41040462427745,109010.88
Microsoft,Ultrabook,4,Windows,1.252,1,Intel,2.2,0.0,0.0,0.0,0.128,Intel,278.51851851851853,52693.92
Microsoft,Ultrabook,8,Windows,1.25,1,Intel,2.5,0.0,0.0,0.0,0.256,Intel,278.51851851851853,95850.72
HP,Notebook,8,Windows,2.5,0,Intel,2.0,0.0,0.0,0.0,0.256,Intel,144.50867052023122,34093.872
Acer,Notebook,4,Windows,2.23,0,Intel,2.0,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,28984.32
Acer,Netbook,4,Windows,1.4,0,Intel,1.6,0.0,0.0,0.0,0.128,Intel,183.9655172413793,23176.8
Asus,Notebook,8,Windows,2.37,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,192.30769230769232,39906.72
Lenovo,Notebook,8,No,1.5,0,Intel,2.7,0.0,0.0,0.0,0.512,AMD,214.28571428571428,42570.72
Lenovo,Notebook,8,Windows,2.67,0,Intel,2.9,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,111355.2
Asus,Notebook,4,Windows,2.0,0,Intel,1.1,0.0,0.5,0.0,0.0,Intel,136.7948717948718,16197.12
Acer,Notebook,4,Windows,2.2,0,Intel,2.0,0.0,0.5,0.0,0.0,Nvidia,136.7948717948718,24988.32
Dell,Notebook,8,Windows,2.02,0,Intel,1.6,0.0,2.0,0.0,0.0,AMD,192.30769230769232,40439.52
HP,Gaming,12,Windows,3.78,0,Intel,2.8,0.0,1.0,0.0,0.0,Nvidia,173.41040462427745,90522.72
Lenovo,Ultrabook,12,Windows,1.4,0,Intel,2.6,0.0,0.0,0.0,0.256,Intel,285.7142857142857,98994.24
HP,2 in 1 Convertible,8,Windows,1.29,1,Intel,1.8,0.0,0.0,0.0,0.512,Intel,451.12781954887214,106506.72
HP,Notebook,8,Windows,1.9,0,Intel,2.5,0.0,0.5,0.0,0.0,AMD,192.30769230769232,61485.12
Google,Ultrabook,8,Chrome,1.1,1,Intel,1.2,0.0,0.0,0.0,0.128,Intel,325.2032520325203,67932.0
Dell,Ultrabook,8,Windows,1.42,1,Intel,1.6,0.0,0.0,0.0,0.256,Intel,225.56390977443607,98133.768
Asus,Notebook,12,Windows,2.06,0,Intel,2.6,0.0,1.0,0.0,0.128,Intel,384.61538461538464,69210.72
Dell,Notebook,8,Windows,1.79,0,Intel,2.3,0.0,0.0,0.0,0.128,Intel,152.42857142857142,39427.2
Dell,Workstation,8,Windows,1.78,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,128298.24
Lenovo,Notebook,8,Windows,1.7,0,Intel,2.5,0.0,0.0,0.0,0.18,Intel,214.28571428571428,72673.92
Dell,Notebook,8,Windows,2.2,0,Intel,1.6,0.0,1.0,0.0,0.0,AMD,192.30769230769232,35964.0
Toshiba,Notebook,8,Windows,1.05,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,89084.16
Dell,Notebook,8,Windows,2.16,0,Intel,1.8,0.0,0.0,0.0,0.512,Nvidia,192.30769230769232,67239.36
Dell,Notebook,4,Windows,2.18,0,Intel,2.4,0.0,1.0,0.0,0.0,Intel,136.7948717948718,31254.048
HP,Notebook,4,Windows,1.49,0,Intel,1.6,0.0,0.0,0.0,0.128,Intel,225.56390977443607,38681.28
Chuwi,Notebook,4,Windows,1.89,0,Intel,1.44,0.064,0.0,0.0,0.0,Intel,192.30769230769232,13261.392000000002
Lenovo,Notebook,4,Windows,2.3,0,Intel,2.0,0.0,0.0,0.0,0.128,Intel,136.7948717948718,30103.2
Lenovo,Notebook,8,Windows,1.75,0,Intel,1.6,0.0,0.0,0.0,0.256,Intel,214.28571428571428,55890.72
Dell,Workstation,16,Windows,2.17,0,Intel,2.7,0.0,0.0,0.0,0.512,Nvidia,192.30769230769232,124568.64
Dell,Notebook,16,Windows,2.06,0,Intel,2.8,0.0,0.0,0.0,0.512,Nvidia,192.30769230769232,101178.72
Lenovo,Ultrabook,16,Windows,1.36,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,240.0,95797.44
Asus,Ultrabook,16,Windows,0.91,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,240.0,103896.0
Lenovo,Notebook,8,Windows,2.3,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,53918.82719999999
Toshiba,Ultrabook,32,Windows,1.05,1,Intel,2.7,0.0,0.0,0.0,0.512,Intel,225.56390977443607,149130.72
Asus,Gaming,8,Windows,1.99,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,71928.0
Acer,Notebook,8,Windows,2.2,0,AMD,2.5,0.0,1.0,0.0,0.0,AMD,136.7948717948718,30849.12
Asus,Gaming,24,Windows,4.33,1,Intel,2.6,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,67612.31999999999
Lenovo,Ultrabook,8,Windows,1.3,0,Intel,2.3,0.0,0.0,0.0,0.18,Intel,170.72,58554.72
Lenovo,Notebook,8,Windows,2.17,0,Intel,1.8,0.0,0.0,0.0,0.256,Intel,192.30769230769232,47893.39199999999
HP,Notebook,8,Windows,1.48,0,Intel,2.8,0.0,0.0,0.0,1.0,Intel,214.28571428571428,93186.72
Lenovo,Notebook,8,Windows,1.4,0,Intel,2.4,0.0,0.0,0.0,0.256,Intel,225.56390977443607,50562.72
Lenovo,Notebook,8,Windows,2.3,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,192.30769230769232,48538.08
Asus,Netbook,4,Windows,1.2,0,Intel,1.1,0.064,0.0,0.0,0.0,Intel,183.9655172413793,18115.2
HP,Notebook,8,Windows,1.91,0,Intel,2.5,0.0,0.0,0.0,0.256,AMD,136.7948717948718,32979.7872
Lenovo,2 in 1 Convertible,8,Windows,1.4,1,Intel,1.6,0.0,0.0,0.0,0.256,Intel,215.8273381294964,85194.72
Lenovo,Notebook,4,Windows,2.1,0,Intel,1.1,0.0,0.5,0.0,0.0,Intel,152.42857142857142,15930.72
Lenovo,Netbook,4,Chrome,1.25,0,Intel,1.6,0.0,0.0,0.0,0.016,Intel,183.9655172413793,14119.2
Lenovo,Notebook,8,Windows,1.44,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,225.56390977443607,50562.72
Asus,Notebook,8,Windows,2.0,0,Intel,2.7,0.0,1.0,0.0,0.256,Intel,192.30769230769232,65214.72
Acer,Notebook,4,Windows,2.2,0,Intel,1.6,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,32660.64
HP,Ultrabook,8,Windows,1.34,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,225.56390977443607,70489.44
Lenovo,Gaming,8,No,2.4,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,192.30769230769232,61218.72
Dell,Ultrabook,8,Windows,1.29,1,Intel,2.5,0.0,0.0,0.0,0.128,Intel,225.56390977443607,47898.72
Acer,Notebook,4,Windows,2.2,0,Intel,2.7,0.0,0.5,0.0,0.0,Nvidia,192.30769230769232,34045.92
Dell,Notebook,8,Windows,2.18,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,192.30769230769232,44542.08
Dell,Notebook,16,Windows,2.2,0,Intel,1.8,0.0,2.0,0.0,0.256,AMD,192.30769230769232,64961.10719999999
Xiaomi,Notebook,16,No,1.95,0,Intel,1.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,74589.336
Asus,Netbook,2,Windows,1.1,0,Intel,1.1,0.032,0.0,0.0,0.0,Intel,183.9655172413793,13053.6
HP,Notebook,4,Windows,2.04,1,Intel,1.6,0.0,1.0,0.0,0.0,Intel,136.7948717948718,27783.9216
Asus,Gaming,24,Windows,2.24,0,Intel,2.8,0.0,0.0,0.0,0.512,Nvidia,192.30769230769232,158135.04
HP,Notebook,8,Windows,2.04,0,Intel,2.5,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,47365.92
Asus,Gaming,16,Windows,3.0,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,80133.12
Lenovo,Gaming,8,Windows,3.2,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,192.30769230769232,74538.72
HP,Ultrabook,8,Windows,1.32,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,225.56390977443607,74538.72
Dell,Notebook,8,Windows,1.64,0,Intel,2.6,0.0,0.0,0.0,0.256,Intel,214.28571428571428,68184.0144
HP,Notebook,4,Windows,1.63,0,Intel,2.0,0.0,0.0,0.0,0.128,Intel,136.7948717948718,36709.92
Dell,Notebook,8,Linux,2.8,0,Intel,1.6,0.0,1.0,0.0,0.128,AMD,173.41040462427745,47365.92
Lenovo,Notebook,8,Windows,2.02,0,Intel,2.3,0.0,0.0,0.0,0.256,Intel,214.28571428571428,71395.2
Lenovo,Notebook,4,Windows,2.2,0,Intel,2.7,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,42570.72
Lenovo,Notebook,8,No,2.2,0,Intel,2.0,0.0,2.0,0.0,0.0,Nvidia,136.7948717948718,24455.52
Dell,Notebook,4,Windows,2.3,0,Intel,2.5,0.0,0.5,0.0,0.0,AMD,192.30769230769232,31168.8
Dell,Notebook,8,Windows,1.9,0,Intel,2.8,0.0,0.0,0.0,0.256,Intel,192.30769230769232,73366.56
Dell,Gaming,16,Windows,4.42,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,160520.3856
Toshiba,Notebook,8,Windows,2.0,0,Intel,2.5,0.0,0.5,0.0,0.0,Intel,192.30769230769232,45820.8
Asus,Notebook,8,Windows,2.0,0,Intel,2.7,0.0,1.0,0.0,0.256,Nvidia,384.61538461538464,69210.72
Mediacom,Notebook,4,Windows,1.2,0,Intel,1.1,0.0,0.0,0.0,0.032,Intel,225.56390977443607,19660.32
Asus,Gaming,8,Windows,2.3,0,Intel,2.5,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,87858.72
Dell,Notebook,8,Windows,1.93,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,72940.31999999999
Dell,Notebook,8,Windows,2.2,0,Intel,1.6,0.0,0.0,0.0,0.256,AMD,192.30769230769232,42486.0048
HP,Notebook,4,Windows,1.86,0,Intel,1.6,0.0,0.0,0.0,0.256,Intel,192.30769230769232,21258.1872
HP,Gaming,12,Windows,2.62,0,Intel,2.8,0.0,1.0,0.0,0.0,Nvidia,173.41040462427745,95850.72
Lenovo,Notebook,8,Windows,1.87,0,Intel,2.7,0.0,0.0,0.0,0.256,Nvidia,214.28571428571428,45767.52
Dell,Ultrabook,8,Windows,1.2,1,Intel,1.8,0.0,0.0,0.0,0.256,Intel,375.9398496240601,74538.72
Dell,Notebook,4,Windows,1.6,0,Intel,2.0,0.0,0.0,0.0,0.128,Intel,214.28571428571428,39207.1536
HP,Ultrabook,8,Windows,1.34,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,375.9398496240601,61005.6
Acer,Gaming,8,Linux,2.4,0,Intel,2.5,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,42517.44
Asus,Notebook,4,Windows,2.0,0,AMD,1.8,0.0,0.5,0.0,0.0,AMD,136.7948717948718,18594.72
HP,Notebook,4,Windows,2.1,0,Intel,2.4,0.0,0.0,0.0,0.128,Intel,192.30769230769232,37589.04
Lenovo,Notebook,4,Windows,1.87,0,Intel,2.5,0.0,0.5,0.0,0.0,Intel,214.28571428571428,41824.8
Lenovo,Notebook,4,No,2.15,0,Intel,2.3,0.0,1.0,0.0,0.0,Intel,192.30769230769232,24634.008
HP,Notebook,4,Windows,1.86,0,Intel,2.0,0.0,0.5,0.0,0.0,Intel,192.30769230769232,21152.16
Lenovo,Notebook,8,Windows,1.99,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,192.30769230769232,92121.12
Lenovo,Notebook,4,Windows,2.2,0,Intel,2.0,0.0,0.0,0.0,0.128,Intel,192.30769230769232,26586.72
Dell,Notebook,8,Windows,1.9,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,192.30769230769232,59513.2272
Dell,Gaming,16,Windows,4.42,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,143802.72
HP,Notebook,8,Windows,2.65,0,Intel,2.0,0.0,1.0,0.0,0.0,Intel,144.50867052023122,28992.312
HP,Notebook,8,Windows,2.63,0,Intel,2.7,0.0,1.0,0.0,0.0,Nvidia,173.41040462427745,68198.4
Asus,Notebook,4,Linux,2.0,0,Intel,1.1,0.0,0.5,0.0,0.0,Intel,136.7948717948718,11934.72
Mediacom,Notebook,4,Windows,1.35,0,Intel,1.44,0.032,0.0,0.0,0.0,Intel,225.56390977443607,13586.4
Lenovo,Notebook,6,Windows,2.8,0,Intel,2.7,0.0,1.0,0.0,0.128,Nvidia,144.50867052023122,50562.72
HP,Notebook,6,Windows,1.91,0,AMD,2.5,0.0,0.0,0.0,0.128,AMD,192.30769230769232,30310.992
Dell,Notebook,4,Windows,2.18,0,Intel,2.0,0.0,1.0,0.0,0.0,AMD,136.7948717948718,32921.712
Acer,2 in 1 Convertible,4,Windows,1.25,1,Intel,2.0,0.032,0.0,0.0,0.0,Intel,258.62068965517244,18594.72
Lenovo,Notebook,4,Windows,2.05,0,Intel,2.7,0.0,0.0,0.0,0.128,Intel,192.30769230769232,33566.4
HP,Ultrabook,16,Windows,1.16,1,Intel,1.2,0.0,0.0,0.0,0.512,Intel,375.9398496240601,104695.2
Lenovo,Notebook,8,Windows,3.4,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,173.41040462427745,159786.72
Asus,Notebook,8,Windows,2.5,0,Intel,2.5,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,44701.92
Dell,Ultrabook,8,Windows,1.21,1,Intel,1.6,0.0,0.0,0.0,0.128,Intel,451.12781954887214,85194.72
Dell,Notebook,4,Windows,1.93,0,Intel,2.6,0.0,0.5,0.0,0.0,Intel,136.7948717948718,51095.52
Fujitsu,Notebook,8,Windows,2.2,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,136.7948717948718,39373.92
Lenovo,Notebook,4,Windows,2.2,0,Intel,1.1,0.0,0.5,0.0,0.0,Intel,192.30769230769232,18328.32
Lenovo,Notebook,4,Windows,2.02,0,Intel,2.5,0.0,0.5,0.0,0.0,Intel,152.42857142857142,52747.2
HP,Workstation,8,Windows,3.14,0,Intel,2.8,0.0,0.5,0.0,0.0,Nvidia,144.50867052023122,99153.5472
HP,Notebook,8,Windows,1.94,0,Intel,1.6,0.0,2.0,0.0,0.0,Intel,152.42857142857142,20725.92
HP,Notebook,6,Windows,1.95,0,AMD,3.0,0.0,0.0,0.0,0.256,AMD,192.30769230769232,34578.72
Lenovo,Notebook,8,Windows,2.3,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,192.30769230769232,44222.4
Lenovo,Notebook,4,Windows,2.05,0,Intel,1.6,0.0,0.5,0.0,0.0,Intel,192.30769230769232,36496.8
Mediacom,Notebook,4,Windows,1.4,0,Intel,1.44,0.0,0.0,0.0,0.032,Intel,214.28571428571428,13266.72
Toshiba,Ultrabook,16,Windows,1.24,1,Intel,2.7,0.0,0.0,0.0,0.512,Intel,214.28571428571428,99367.2
Lenovo,Gaming,32,Windows,4.6,0,Intel,2.7,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,141884.63999999998
MSI,Gaming,16,Windows,4.14,0,Intel,2.9,0.0,1.0,0.0,0.512,Nvidia,173.41040462427745,145401.12
Dell,Notebook,8,Linux,2.2,0,Intel,2.7,0.0,0.0,0.0,0.256,AMD,192.30769230769232,39907.2528
Mediacom,Notebook,4,Windows,1.45,0,Intel,1.1,0.0,0.0,0.0,0.032,Intel,214.28571428571428,20725.92
Dell,Notebook,8,Windows,1.9,0,Intel,2.6,0.0,0.5,0.0,0.0,Intel,136.7948717948718,53733.94559999999
HP,Notebook,4,Windows,1.49,0,Intel,2.4,0.0,0.0,0.0,0.128,Intel,225.56390977443607,38308.32
Dell,Notebook,16,Windows,1.93,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,81912.13919999999
Dell,Netbook,4,Chrome,1.26,0,Intel,1.6,0.016,0.0,0.0,0.0,Intel,183.9655172413793,15717.6
MSI,Gaming,16,Windows,4.5,0,Intel,2.7,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,125154.72
HP,Gaming,16,Windows,3.78,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,173.41040462427745,79813.44
Lenovo,Ultrabook,12,Windows,1.4,0,Intel,2.6,0.0,0.0,0.0,0.256,Intel,214.28571428571428,89137.44
Lenovo,Notebook,12,Windows,2.2,1,Intel,1.8,0.0,1.0,0.0,0.0,Intel,136.7948717948718,32447.52
Asus,Gaming,8,Windows,2.73,0,Intel,2.5,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,94305.6
Asus,2 in 1 Convertible,8,Windows,2.2,1,Intel,2.5,0.0,1.0,0.0,0.0,Intel,136.7948717948718,39373.92
Lenovo,Notebook,12,Windows,2.2,0,AMD,3.6,0.0,0.0,0.0,0.512,AMD,192.30769230769232,50562.72
Dell,2 in 1 Convertible,4,Windows,1.39,1,Intel,1.0,0.0,0.0,0.0,0.128,Intel,183.9655172413793,32127.84
Samsung,Notebook,16,Windows,2.5,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,90522.72
Lenovo,Notebook,4,No,2.8,0,Intel,2.0,0.0,0.5,0.0,0.0,Intel,173.41040462427745,28185.12
Lenovo,Notebook,8,Windows,2.29,0,Intel,2.3,0.0,1.0,0.0,0.0,Intel,136.7948717948718,24455.52
Lenovo,2 in 1 Convertible,8,Windows,1.37,1,Intel,2.7,0.0,0.0,0.0,0.512,Intel,225.56390977443607,107892.0
Lenovo,Notebook,8,Windows,1.7,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,78534.72
Dell,2 in 1 Convertible,8,Windows,1.34,1,Intel,2.5,0.0,0.0,0.0,0.256,Intel,240.0,88977.59999999999
Dell,Workstation,8,Windows,2.06,1,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,93932.64
HP,Notebook,8,Windows,1.84,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,192.30769230769232,64948.32
HP,Notebook,4,Windows,2.1,0,Intel,2.4,0.0,0.5,0.0,0.0,Intel,136.7948717948718,35616.6144
Acer,Notebook,4,Windows,1.6,0,Intel,1.1,0.032,0.0,0.0,0.0,Intel,214.28571428571428,17529.12
MSI,Gaming,16,Windows,4.14,0,Intel,2.7,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,117162.72
Dell,Notebook,4,Linux,2.18,0,Intel,2.0,0.0,1.0,0.0,0.0,AMD,136.7948717948718,24775.2
MSI,Gaming,16,Windows,1.8,0,Intel,2.8,0.0,2.0,0.0,0.256,Nvidia,384.61538461538464,122490.72
Toshiba,Notebook,8,Windows,2.2,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,192.30769230769232,74538.72
Lenovo,Notebook,6,Windows,2.4,0,Intel,2.5,0.0,1.0,0.0,0.0,Intel,192.30769230769232,30049.92
Lenovo,2 in 1 Convertible,8,Windows,2.0,1,Intel,2.8,0.0,0.0,0.0,0.256,Intel,192.30769230769232,69210.72
Acer,Notebook,4,Windows,1.6,0,Intel,1.6,0.128,0.0,0.0,0.0,Intel,152.42857142857142,18594.72
Lenovo,Notebook,32,Windows,2.5,0,Intel,3.1,0.0,0.0,0.0,1.0,Nvidia,384.61538461538464,261018.72
Dell,Gaming,16,Windows,2.59,0,Intel,2.6,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,46833.6528
Dell,Notebook,4,Linux,2.18,0,Intel,2.0,0.0,1.0,0.0,0.0,Intel,136.7948717948718,23650.992
Dell,Notebook,4,Linux,2.25,0,Intel,2.0,0.0,1.0,0.0,0.0,Intel,136.7948717948718,19127.52
Dell,Notebook,4,Linux,1.93,0,Intel,2.6,0.0,0.5,0.0,0.0,Intel,136.7948717948718,46300.32
Asus,Gaming,8,Windows,3.0,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,173.41040462427745,62231.04
Dell,Notebook,4,Linux,2.18,0,Intel,2.5,0.0,0.0,0.0,0.128,AMD,192.30769230769232,30316.32
HP,Ultrabook,8,Windows,1.84,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,192.30769230769232,74005.92
MSI,Gaming,16,Windows,2.94,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,192.30769230769232,120831.5808
Acer,2 in 1 Convertible,4,Chrome,1.25,1,Intel,1.6,0.032,0.0,0.0,0.0,Intel,183.9655172413793,20193.12
HP,Notebook,8,Windows,2.31,0,Intel,2.6,0.0,0.0,0.0,0.256,Intel,152.42857142857142,59886.72
Lenovo,Notebook,8,Windows,1.65,0,Intel,2.3,0.0,0.0,0.0,0.256,Intel,214.28571428571428,78055.2
Dell,Notebook,4,Windows,2.2,0,Intel,1.6,0.0,1.0,0.0,0.0,AMD,192.30769230769232,41345.28
Fujitsu,Notebook,8,Windows,2.2,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,136.7948717948718,42570.72
HP,Notebook,4,Windows,1.88,0,Intel,2.3,0.0,0.5,0.0,0.0,Intel,136.7948717948718,49656.96
Lenovo,Notebook,8,Windows,2.2,0,Intel,2.7,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,47898.72
Mediacom,Notebook,2,Windows,1.4,0,Intel,1.44,0.032,0.0,0.0,0.0,Intel,214.28571428571428,12733.92
Lenovo,Notebook,4,No,2.2,0,Intel,2.5,0.0,0.0,0.0,0.128,Intel,192.30769230769232,24935.04
Asus,2 in 1 Convertible,6,Windows,1.5,1,Intel,2.5,0.0,1.0,0.0,0.0,Intel,225.56390977443607,34046.4528
Dell,Notebook,8,Windows,2.0,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,192.30769230769232,96969.6
Asus,Ultrabook,16,Windows,1.1,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,214.28571428571428,101232.0
Dell,Gaming,16,Windows,2.62,0,Intel,2.8,0.0,1.0,0.0,0.256,Nvidia,192.30769230769232,78801.12
Lenovo,Notebook,4,Windows,1.8,0,Intel,1.6,0.0,0.0,0.0,0.256,Intel,192.30769230769232,44169.12
Lenovo,Notebook,4,Windows,2.2,0,Intel,2.0,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,30849.12
Asus,Notebook,8,Windows,2.0,0,Intel,1.1,0.0,1.0,0.0,0.0,Intel,136.7948717948718,21258.72
Asus,Notebook,8,Windows,1.99,0,Intel,2.5,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,48304.7136
Dell,Ultrabook,8,Windows,1.23,1,Intel,1.6,0.0,0.0,0.0,0.256,Intel,375.9398496240601,99580.32
Lenovo,Notebook,2,Windows,1.42,0,Intel,1.6,0.032,0.0,0.0,0.0,Intel,152.42857142857142,13266.72
Lenovo,2 in 1 Convertible,8,Windows,1.37,1,Intel,2.7,0.0,0.0,0.0,0.256,Intel,225.56390977443607,93635.3376
Dell,Notebook,16,Windows,2.06,1,Intel,2.8,0.0,0.0,0.0,1.0,Nvidia,384.61538461538464,127818.72
Lenovo,Gaming,8,Windows,2.5,0,Intel,2.8,0.0,1.0,0.0,0.128,Nvidia,192.30769230769232,59087.52
HP,Notebook,8,Windows,2.6,0,AMD,3.0,0.0,1.0,0.0,0.0,AMD,147.05882352941177,27753.552
Lenovo,Ultrabook,16,Windows,1.14,0,Intel,2.7,0.0,0.0,0.0,0.512,Intel,214.28571428571428,130536.0
Asus,Gaming,8,No,2.5,0,Intel,2.8,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,62284.32
Acer,Notebook,4,Windows,2.4,0,Intel,2.0,0.0,0.5,0.0,0.0,Intel,136.7948717948718,23976.0
Lenovo,Notebook,4,Windows,1.43,0,Intel,1.6,0.032,0.0,0.0,0.0,Intel,152.42857142857142,14598.72
Acer,Ultrabook,8,Windows,1.8,0,Intel,2.5,0.0,0.0,0.0,0.256,Intel,214.28571428571428,48964.32
Razer,Gaming,16,Windows,1.95,0,Intel,2.8,0.0,0.0,0.0,0.256,Nvidia,214.28571428571428,138474.72
Toshiba,Notebook,8,Windows,1.2,0,Intel,2.3,0.0,0.0,0.0,0.256,Intel,225.56390977443607,64628.64
Lenovo,Ultrabook,8,Windows,1.36,0,Intel,2.7,0.0,0.0,0.0,0.256,Intel,240.0,84395.52
Asus,Gaming,32,Windows,3.8,0,Intel,2.7,0.0,0.0,0.0,0.512,Nvidia,173.41040462427745,149130.72
Acer,Gaming,8,Linux,2.4,0,Intel,2.5,0.0,1.0,0.0,0.0,Nvidia,192.30769230769232,37775.52
